bigram,origin,G2,target_freq,target_share
oil business,discovered,3296.649571,1720,0.434673
inflation pressures,discovered,3293.766508,1166,0.626545
tightening supply,discovered,3292.371118,850,0.852558
increased raw,discovered,3291.389035,1308,0.559213
supply raw,discovered,3290.167846,838,0.863028
increase inflation,discovered,3288.408675,1176,0.620253
green transition,discovered,3286.690507,798,0.899662
northern hemisphere,discovered,3283.020104,1783,0.419826
situation ukraine,discovered,3274.627552,842,0.855691
related gas,discovered,3273.976089,864,0.835590
driven energy,discovered,3273.521350,853,0.845391
federal budget,discovered,3270.544362,1142,0.635150
management security,discovered,3268.830163,883,0.817593
extremely important,discovered,3262.414802,3584,0.253699
end supply,discovered,3259.104541,1047,0.690178
low inflation,discovered,3258.825898,1111,0.650468
feet natural,discovered,3256.541455,751,0.937578
ongoing trade,discovered,3256.522075,705,0.979167
electrical steel,discovered,3256.129672,983,0.734130
trade center,discovered,3254.820770,1019,0.708131
china based,discovered,3254.340093,1342,0.539606
critical importance,discovered,3249.444791,906,0.793345
electric utility,discovered,3247.140923,1418,0.510991
china covid,discovered,3247.114818,814,0.875269
chain manufacturing,discovered,3245.913413,1165,0.618037
global scale,discovered,3242.158948,2430,0.325388
rate volatility,discovered,3240.899767,1585,0.460354
supply response,discovered,3240.559133,801,0.886062
defense space,discovered,3236.997235,1229,0.584681
imbalance supply,discovered,3236.395472,761,0.923544
potential tariff,discovered,3235.559911,799,0.886792
sustainable development,discovered,3234.384786,2012,0.375093
recovery oil,discovered,3233.982014,878,0.813716
northrop grumman,discovered,3233.911088,1198,0.599000
solar industry,discovered,3233.823477,1295,0.555079
clean power,discovered,3233.644022,1036,0.692051
demand lng,discovered,3233.495735,755,0.928659
environmental performance,discovered,3232.715387,1153,0.621899
export china,discovered,3232.125542,789,0.895573
domestic economy,discovered,3230.217227,978,0.732036
reliable power,discovered,3226.028719,749,0.932752
market europe,discovered,3225.928228,2563,0.312142
import duties,discovered,3224.981503,888,0.802893
gas operations,discovered,3223.880304,1092,0.654676
impact gas,discovered,3223.106617,833,0.851738
tariff impacts,discovered,3222.871342,1014,0.704656
supply available,discovered,3222.273168,995,0.717893
uncertainty impact,discovered,3220.492214,802,0.880351
materials like,discovered,3219.771966,1055,0.676716
challenging global,discovered,3219.584671,1057,0.675399
new trade,discovered,3219.398435,919,0.775527
energy industrial,discovered,3218.061529,1029,0.693396
china continued,discovered,3217.629651,1182,0.603986
demand digital,discovered,3213.977299,1232,0.579220
brent crude,discovered,3208.876372,912,0.778822
technologies enable,discovered,3208.544509,921,0.771357
coronavirus pandemic,discovered,3206.804363,1199,0.593564
base metal,discovered,3204.701556,1201,0.592209
market oil,discovered,3201.879867,870,0.813084
technology expertise,discovered,3200.083020,1166,0.608877
believe china,discovered,3199.104611,1074,0.660517
rising fuel,discovered,3195.964590,1084,0.653800
important component,discovered,3192.585649,2761,0.294538
chain just,discovered,3183.388526,989,0.713564
trade disputes,discovered,3181.109078,681,0.985528
supply think,discovered,3180.971201,1053,0.669847
global operations,discovered,3179.821353,1935,0.381807
suppliers customers,discovered,3178.595906,1513,0.471780
europe think,discovered,3178.029656,2281,0.335886
mineral resources,discovered,3176.230904,1237,0.570309
anti dumping,discovered,3175.939096,1567,0.456718
don supply,discovered,3175.698426,885,0.793722
trade agreements,discovered,3174.115122,730,0.939511
stainless steel,discovered,3173.599178,2419,0.321462
pandemic supply,discovered,3172.692463,714,0.954545
semiconductor chip,discovered,3165.714505,686,0.978602
pandemic continues,discovered,3163.527011,1176,0.596954
based energy,discovered,3161.153031,824,0.845128
parts europe,discovered,3160.771939,1641,0.436552
mining oil,discovered,3159.764379,864,0.808232
indian economy,discovered,3159.405300,1022,0.685446
covid policy,discovered,3158.480418,858,0.813270
increasing raw,discovered,3156.591302,924,0.756757
opportunities europe,discovered,3156.462573,1309,0.536695
electric natural,discovered,3155.425993,799,0.867535
important strategic,discovered,3154.102470,2630,0.301882
import duty,discovered,3153.622138,837,0.831182
gas trading,discovered,3152.142005,977,0.715227
europe africa,discovered,3151.016739,1659,0.431245
regarding china,discovered,3150.043480,972,0.718404
materials prices,discovered,3147.274961,953,0.731951
broader macro,discovered,3145.993029,1193,0.585378
economic activities,discovered,3143.182782,1076,0.647803
electric transmission,discovered,3142.136132,1081,0.644603
export opportunities,discovered,3137.908030,960,0.724528
russia china,discovered,3136.362031,1109,0.627262
critically important,discovered,3134.367009,2326,0.327744
supply comes,discovered,3132.578525,830,0.832497
challenging supply,discovered,3132.005490,900,0.770548
russian invasion,discovered,3129.415636,717,0.942181
future economic,discovered,3129.355441,934,0.742448
environmental issues,discovered,3126.206386,1247,0.557194
country risk,discovered,3125.337390,804,0.855319
conditions europe,discovered,3124.113629,1188,0.583784
economy general,discovered,3122.381337,1092,0.634146
china especially,discovered,3120.873267,929,0.744391
domestic steel,discovered,3118.891231,917,0.753492
supply products,discovered,3117.958234,1240,0.558810
related technology,discovered,3114.877709,1207,0.573124
economic benefits,discovered,3110.082644,1419,0.490494
despite macroeconomic,discovered,3108.954723,1026,0.671906
china customers,discovered,3108.790796,879,0.782725
sustainable value,discovered,3108.676701,1892,0.381759
market gas,discovered,3107.289140,874,0.786679
reduce environmental,discovered,3106.956851,790,0.864333
production oil,discovered,3106.080718,1098,0.627429
outlook global,discovered,3105.850647,873,0.787196
green deal,discovered,3105.775309,827,0.828657
logistics challenges,discovered,3105.167024,862,0.796673
global auto,discovered,3103.807774,1014,0.678715
geopolitical tension,discovered,3103.301151,679,0.972779
china korea,discovered,3102.583908,1392,0.498210
security industry,discovered,3100.755673,774,0.878547
pressures supply,discovered,3100.195193,740,0.912454
gas water,discovered,3096.697988,1034,0.664098
look energy,discovered,3095.514552,1048,0.655000
federal level,discovered,3095.254810,1669,0.422425
standard cubic,discovered,3095.058796,899,0.762511
component shortages,discovered,3094.895805,1553,0.449884
use gas,discovered,3093.729016,819,0.833164
term oil,discovered,3091.510116,748,0.902292
china seeing,discovered,3091.164666,1059,0.647311
onshore wind,discovered,3088.554716,1273,0.539864
macro conditions,discovered,3088.035073,1883,0.381174
chain right,discovered,3086.401573,848,0.804554
developed countries,discovered,3085.703436,1557,0.447671
china tariffs,discovered,3084.954683,807,0.842380
costs raw,discovered,3084.945388,1259,0.545022
especially germany,discovered,3084.887897,1227,0.558743
energy grid,discovered,3084.521019,766,0.882488
important customers,discovered,3083.442101,2365,0.320027
ongoing pandemic,discovered,3082.971188,1153,0.593412
despite macro,discovered,3081.221991,1204,0.568461
related disruptions,discovered,3077.306975,1080,0.631949
asia china,discovered,3073.410311,1708,0.411665
political unrest,discovered,3072.842747,767,0.878580
production gas,discovered,3071.930135,844,0.804576
issues china,discovered,3069.605608,827,0.819623
significant volatility,discovered,3069.052119,1286,0.531405
customers globally,discovered,3066.362213,1180,0.577017
lot gas,discovered,3061.130319,1120,0.606389
materials energy,discovered,3061.077947,1188,0.572254
security infrastructure,discovered,3056.611438,759,0.882558
world especially,discovered,3056.600691,1016,0.667104
slow economic,discovered,3056.098686,874,0.774136
current gas,discovered,3054.963284,794,0.847385
materials supply,discovered,3054.766333,741,0.900365
country like,discovered,3054.581511,1454,0.471772
china region,discovered,3053.561611,1049,0.645538
make india,discovered,3048.398380,828,0.813360
provide energy,discovered,3047.351724,703,0.937333
security threats,discovered,3046.925881,653,0.984917
scope emissions,discovered,3043.648270,1551,0.443777
data infrastructure,discovered,3043.101072,1043,0.647022
australia south,discovered,3041.708901,964,0.699565
drop oil,discovered,3041.262131,1061,0.635710
energy service,discovered,3039.228101,997,0.675932
deepwater gulf,discovered,3038.635607,1082,0.622913
supply natural,discovered,3038.340811,644,0.990769
coal plants,discovered,3037.201743,1499,0.456595
american economy,discovered,3035.181994,873,0.769841
heavy fuel,discovered,3035.067670,850,0.789963
major global,discovered,3034.558580,1446,0.471317
chinese imports,discovered,3032.566122,1013,0.663827
technologies help,discovered,3031.957626,1044,0.644047
china ve,discovered,3029.205405,1471,0.463307
economic expansion,discovered,3027.795084,942,0.712557
state governments,discovered,3026.104884,1427,0.475825
china coming,discovered,3019.318705,989,0.676934
supply china,discovered,3018.322366,735,0.897436
energy capacity,discovered,3016.865874,952,0.702583
macroeconomic situation,discovered,3016.711917,1438,0.471166
chain network,discovered,3012.033463,923,0.723354
gas continue,discovered,3011.573491,741,0.889556
favorable supply,discovered,3010.589740,866,0.769778
uncertainty markets,discovered,3008.223692,868,0.767462
gas lift,discovered,3007.948163,1092,0.611080
canadian crude,discovered,3007.065976,869,0.766314
global covid,discovered,3002.233582,755,0.872832
capacity china,discovered,3001.234612,1286,0.520227
growth gas,discovered,3000.112588,861,0.771505
day gas,discovered,2999.030413,985,0.675120
tight gas,discovered,2997.745855,915,0.726190
amounts data,discovered,2997.193379,968,0.686525
domestic international,discovered,2996.883412,3700,0.237591
lng facilities,discovered,2991.643063,767,0.857942
markets global,discovered,2990.987410,1142,0.581466
persistent inflation,discovered,2990.954240,730,0.895706
term global,discovered,2989.490385,863,0.767111
wide supply,discovered,2988.954028,717,0.908745
potential disruption,discovered,2988.758011,846,0.781885
playing important,discovered,2986.397167,927,0.714176
production europe,discovered,2985.727693,1095,0.604972
co2 emission,discovered,2984.356540,1228,0.540731
power project,discovered,2983.334487,1217,0.545251
associated covid,discovered,2982.229630,1270,0.523280
particularly middle,discovered,2980.836837,981,0.673764
focused energy,discovered,2980.558257,767,0.855072
security applications,discovered,2979.978017,744,0.878394
material input,discovered,2977.714743,1073,0.615605
increasing energy,discovered,2973.433870,758,0.862344
semiconductor shortages,discovered,2972.380391,805,0.815603
east market,discovered,2972.061685,910,0.723946
china export,discovered,2970.802212,705,0.916775
gas europe,discovered,2970.588031,690,0.932432
environment supply,discovered,2970.462354,768,0.851441
resurgence covid,discovered,2969.720101,1010,0.652034
gas available,discovered,2969.195962,729,0.891198
world right,discovered,2964.768717,1546,0.434880
coal production,discovered,2963.206938,1455,0.458701
year extension,discovered,2962.810694,1867,0.371247
solar pv,discovered,2959.415535,1152,0.570579
impact coronavirus,discovered,2955.893025,1192,0.551341
technology customers,discovered,2955.260965,1270,0.518791
prices supply,discovered,2955.083525,735,0.881295
competition china,discovered,2952.668027,814,0.801970
outbreak covid,discovered,2951.681312,928,0.705167
chips act,discovered,2948.178974,854,0.764548
license technology,discovered,2946.938313,868,0.752166
uncertainty created,discovered,2945.327445,826,0.788921
cloud migration,discovered,2944.246543,1233,0.531695
total gas,discovered,2944.237496,795,0.817901
defense related,discovered,2944.039882,919,0.710201
government sector,discovered,2943.506611,1477,0.449893
