bigram,origin,G2,target_freq,target_share
uncertainty caused,discovered,3849.970995,969,0.872187
areas seeing,discovered,3848.487371,2012,0.433901
volume manufacturing,discovered,3847.633591,1439,0.593402
customers north,discovered,3846.792767,1585,0.540034
price crude,discovered,3845.003873,1263,0.675040
supply dynamics,discovered,3844.262821,1053,0.806897
global presence,discovered,3843.269342,2048,0.426756
supply meet,discovered,3842.417765,963,0.875455
company positioned,discovered,3840.618026,2466,0.365767
produce high,discovered,3840.400721,1416,0.601785
international customers,discovered,3839.020191,2260,0.392293
increased risk,discovered,3837.195130,1632,0.523917
production volume,discovered,3836.375774,3211,0.301107
volatility markets,discovered,3832.146291,1440,0.590648
use natural,discovered,3824.678275,1059,0.798643
higher power,discovered,3824.652634,1795,0.477902
infrastructure build,discovered,3823.950878,1767,0.484774
language models,discovered,3821.843059,1567,0.542590
coal business,discovered,3817.557654,1729,0.493859
changes supply,discovered,3816.149271,1025,0.821973
matter experts,discovered,3816.117964,1074,0.786237
combined heat,discovered,3815.324831,851,0.960497
gas turbines,discovered,3814.659606,1514,0.559911
technologies including,discovered,3809.149900,1389,0.608410
largest fastest,discovered,3808.210429,1177,0.717246
continue strong,discovered,3806.612763,10463,0.167991
future supply,discovered,3805.392387,954,0.875229
south china,discovered,3805.210233,1024,0.820513
indian government,discovered,3801.181281,1055,0.796828
new lng,discovered,3800.804353,1048,0.801836
coal mining,discovered,3795.150920,1411,0.596870
foreseeable future,discovered,3792.161701,7933,0.185758
hydrogen production,discovered,3791.865632,1102,0.762102
products support,discovered,3789.644964,1671,0.506364
support industry,discovered,3786.376627,1161,0.722914
19 vaccine,discovered,3786.279312,1551,0.543067
uncertainty world,discovered,3785.897393,979,0.851304
commercial applications,discovered,3785.163388,1240,0.676856
rising costs,discovered,3784.538796,1904,0.448845
customers reduce,discovered,3783.751921,1548,0.543730
prices remained,discovered,3782.558706,1578,0.533649
costs energy,discovered,3782.056918,1288,0.651163
chain continue,discovered,3781.601580,974,0.854386
complex environment,discovered,3779.955997,1173,0.714373
market space,discovered,3779.773884,2484,0.359167
continued growth,discovered,3778.316381,13583,0.154370
critical data,discovered,3778.069088,1009,0.826372
development manufacturing,discovered,3777.027449,1789,0.473907
terms prices,discovered,3776.968428,1714,0.492954
certain regions,discovered,3775.950117,2113,0.409258
china taiwan,discovered,3775.632827,1296,0.646062
chain pressures,discovered,3774.878805,990,0.840407
supply availability,discovered,3773.144823,939,0.880863
wide array,discovered,3772.744041,1643,0.512317
high production,discovered,3772.146881,1474,0.568454
gas resources,discovered,3771.954112,863,0.943169
metals mining,discovered,3771.137172,1080,0.773085
canadian government,discovered,3769.652731,1304,0.641101
infrastructure products,discovered,3769.484304,1193,0.700528
relatively high,discovered,3769.039587,4552,0.240465
production ramp,discovered,3767.221861,2326,0.377352
input cost,discovered,3766.945315,4258,0.249560
solutions portfolio,discovered,3766.348359,1361,0.613893
business intelligence,discovered,3765.335365,2333,0.376290
demand lower,discovered,3764.307437,1760,0.479564
continue explore,discovered,3763.850869,3283,0.292864
liquefied natural,discovered,3763.653883,806,0.985330
differentiated solutions,discovered,3761.446658,1229,0.678631
defense industrial,discovered,3761.320531,920,0.894072
impact higher,discovered,3760.336980,4661,0.237080
continued face,discovered,3760.243904,1145,0.727908
security posture,discovered,3759.802492,852,0.949833
activity levels,discovered,3759.183187,6025,0.208355
million order,discovered,3758.792597,2376,0.370324
second wave,discovered,3758.358813,3270,0.293352
growing needs,discovered,3758.045396,1211,0.688068
fortune 100,discovered,3756.953157,1652,0.507683
political issues,discovered,3754.630386,980,0.844100
related tariffs,discovered,3754.144297,990,0.836149
marcellus utica,discovered,3753.929302,1308,0.636496
concerns regarding,discovered,3753.645023,1144,0.727273
credit markets,discovered,3751.661033,3701,0.270620
infrastructure development,discovered,3750.991130,1705,0.492206
industry leader,discovered,3750.659838,2822,0.324480
change government,discovered,3750.170050,1243,0.668999
global semiconductor,discovered,3750.047362,863,0.939064
scale manufacturing,discovered,3749.481640,1506,0.553473
potential significant,discovered,3749.253862,1729,0.485674
year contract,discovered,3747.143282,4324,0.246649
uncertainties include,discovered,3746.802321,1170,0.709951
supply needs,discovered,3745.220072,886,0.919087
integrated solution,discovered,3744.384860,1966,0.432278
environment remained,discovered,3742.443220,1175,0.706130
remains strong,discovered,3742.358308,12740,0.156881
china chinese,discovered,3735.731071,1181,0.701306
operating conditions,discovered,3730.665677,2152,0.398962
manufacturing partner,discovered,3728.786392,1120,0.737813
entire value,discovered,3728.539280,1467,0.564665
reduced production,discovered,3726.565926,1881,0.447537
japan south,discovered,3726.368979,1150,0.718301
middle class,discovered,3725.366566,2217,0.388811
customers energy,discovered,3723.949110,910,0.894789
infrastructure like,discovered,3718.472419,1034,0.795385
ai capabilities,discovered,3718.456575,1856,0.452021
critical nature,discovered,3717.399227,981,0.835605
managed security,discovered,3716.495584,888,0.911704
market continue,discovered,3715.791261,4814,0.231542
economy continued,discovered,3715.476725,1132,0.727506
reduce exposure,discovered,3714.946497,2187,0.392287
term trends,discovered,3714.741156,2511,0.351435
swine fever,discovered,3713.705592,904,0.897716
provide opportunities,discovered,3713.482092,1901,0.441990
traffic management,discovered,3711.701078,1487,0.554851
copper prices,discovered,3710.863104,2320,0.373591
global health,discovered,3710.399598,1450,0.568405
solar projects,discovered,3708.849594,1902,0.441299
company provides,discovered,3708.739455,1456,0.565876
volatility commodity,discovered,3708.122163,1073,0.765335
tariffs china,discovered,3706.233944,824,0.962617
zero covid,discovered,3704.023005,930,0.874060
grow significantly,discovered,3703.601463,2576,0.343879
chinese steel,discovered,3701.963061,1037,0.789794
growing presence,discovered,3701.914978,1402,0.586120
potential changes,discovered,3701.010584,1945,0.431934
chain inventory,discovered,3699.079591,1000,0.816993
markets asia,discovered,3698.693680,1995,0.422312
hearing customers,discovered,3697.394017,2429,0.359266
security related,discovered,3697.153668,925,0.876777
current challenges,discovered,3696.491220,1411,0.581616
processing facilities,discovered,3695.465056,1454,0.564660
prices quarter,discovered,3690.477031,2907,0.314033
softening demand,discovered,3690.399947,1463,0.560536
business negatively,discovered,3688.782138,1210,0.675978
tonnes year,discovered,3688.466882,2172,0.392199
challenges customers,discovered,3688.318154,1147,0.712865
grid modernization,discovered,3687.891415,954,0.851026
new capacity,discovered,3687.633847,5618,0.213409
challenges covid,discovered,3687.001030,1438,0.569505
key global,discovered,3686.744633,1168,0.699820
security capabilities,discovered,3686.610314,912,0.885437
chain related,discovered,3684.748846,1088,0.750345
existing supply,discovered,3682.373252,943,0.858834
management services,discovered,3681.645982,3715,0.266882
market challenges,discovered,3679.725417,1902,0.438249
infrastructure required,discovered,3678.736968,1078,0.755961
decades experience,discovered,3677.916930,1411,0.578753
situation continues,discovered,3677.249487,1248,0.653403
order secure,discovered,3676.397254,1349,0.604662
markets remains,discovered,3675.969599,1220,0.668127
demand levels,discovered,3671.805730,2196,0.387233
gas utility,discovered,3670.270918,1527,0.535039
emerging economies,discovered,3669.779663,1441,0.565764
high technology,discovered,3669.539136,1466,0.556357
projects world,discovered,3669.465063,1184,0.687174
based systems,discovered,3669.045462,1333,0.610628
prices low,discovered,3667.205030,2081,0.404470
supply continue,discovered,3666.595649,958,0.843310
cloud providers,discovered,3666.481847,1591,0.514055
high temperature,discovered,3665.544938,1517,0.537753
china brazil,discovered,3665.544330,1420,0.573274
remains fluid,discovered,3664.681096,917,0.876673
china countries,discovered,3663.027489,927,0.867978
high commodity,discovered,3659.984555,1225,0.662520
provide solutions,discovered,3659.194934,1771,0.464707
end customer,discovered,3658.396170,3488,0.276452
industry need,discovered,3655.234788,1292,0.627489
use markets,discovered,3655.123475,1409,0.576043
storage project,discovered,3654.737370,1135,0.713836
chain risk,discovered,3652.203301,823,0.953650
metallurgical coal,discovered,3651.538258,1612,0.505805
increasing focus,discovered,3647.171342,1999,0.416545
really supply,discovered,3646.923625,1132,0.714196
macro backdrop,discovered,3646.767838,1942,0.427001
ability operate,discovered,3645.986417,1474,0.550000
tariffs trade,discovered,3644.008636,772,0.991014
fully recovered,discovered,3638.635146,1767,0.463293
government recently,discovered,3637.524769,942,0.850181
challenging environment,discovered,3637.113535,5813,0.208628
awarded new,discovered,3633.795745,1340,0.601706
identity management,discovered,3633.340387,1122,0.717850
ion batteries,discovered,3633.175321,1247,0.646114
challenges posed,discovered,3632.226688,1064,0.756219
major infrastructure,discovered,3631.924045,1038,0.774627
electricity market,discovered,3631.832522,1210,0.665567
solar panels,discovered,3629.908560,1817,0.450868
change consumer,discovered,3627.815292,1489,0.542046
million metric,discovered,3627.155581,2066,0.403201
goods services,discovered,3626.679982,1816,0.450732
security customers,discovered,3626.049416,852,0.924078
support clients,discovered,3624.425745,1917,0.429532
supply sources,discovered,3624.389483,876,0.903093
significant investment,discovered,3623.989192,4032,0.251843
prices second,discovered,3623.793763,1658,0.489230
international energy,discovered,3622.064683,928,0.858464
critical services,discovered,3619.639094,874,0.903826
related issues,discovered,3619.247870,2639,0.331991
africa south,discovered,3618.649969,1070,0.749300
support efforts,discovered,3618.282807,1615,0.500620
plants china,discovered,3615.844034,989,0.808007
world europe,discovered,3613.912073,1051,0.761594
demand conditions,discovered,3613.483607,1493,0.538600
fuel demand,discovered,3612.717781,1083,0.739249
level demand,discovered,3612.264927,2403,0.355789
driving increased,discovered,3612.000147,2066,0.401789
increasing global,discovered,3611.575691,1106,0.723822
effects covid,discovered,3611.253626,1749,0.464418
world think,discovered,3609.661273,1936,0.424375
design engineering,discovered,3606.858351,1557,0.516589
regulatory risk,discovered,3602.440876,1167,0.684457
adequate supply,discovered,3599.422810,1022,0.779558
announced new,discovered,3598.869562,4341,0.240632
production site,discovered,3598.625884,1243,0.642045
recovery demand,discovered,3598.586867,1779,0.455920
year customers,discovered,3598.233455,2185,0.382461
customer demands,discovered,3598.145951,1522,0.526644
improve energy,discovered,3596.306435,867,0.905010
offshore drilling,discovered,3595.626358,1457,0.548776
industry remain,discovered,3595.419466,1236,0.645094
need use,discovered,3594.997234,1907,0.428443
enhanced oil,discovered,3593.611600,1020,0.779817
european energy,discovered,3593.347241,833,0.933857
activity china,discovered,3592.602660,1094,0.727878
term impacts,discovered,3591.850348,1385,0.575884
ex china,discovered,3588.650694,1176,0.676640
results despite,discovered,3588.290882,2011,0.408740
play major,discovered,3585.769430,1198,0.663712
europe japan,discovered,3584.733044,2395,0.354605
volatility global,discovered,3584.376833,842,0.924259
china supply,discovered,3583.436293,832,0.932735
